BANK,IFSC,MICR,BRANCH,ADDRESS,CITY1,CITY2,STATE,STD CODE,PHONE
ANDHRA BANK,ANDB0001657,226011004,ALAM BAGH-LUCKNOW,"KSM TOWERS, CP-1, CLINDER DUMPALAM BAGH,LUCKNOW",LUCKNOW,ALAM BAGH-LUCKNOW,UTTAR PRADESH,0,0
ANDHRA BANK,ANDB0001656,456011002,UJJAIN,"22,KAMALA  NEHRU MARGFREEGANJ, UJJAIN",UJJAIN,UJJAIN,MADHYA PRADESH,0,0
ANDHRA BANK,ANDB0001655,301011002,ALWAR,"PARN KUTI,SWAMY DAYANAND MARGRAILWAY STATION MARG ALWAR",ALWAR,ALWAR,RAJASTHAN,0,0
ANDHRA BANK,ANDB0001654,500011154,KOMPALLY,"3-99, NH-7, NAGPUR HIGHWAY, KOMPALLYSECUNDERABAD",NALGONDA,KOMPALLY,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001653,110011050,KAMLA NAGAR,"29/6 KAMALA NAGAR, NEW DELHI, NEW DELHI, DELHI-110017",DELHI,KAMLA NAGAR,DELHI,0,0
ANDHRA BANK,ANDB0001652,492011003,"SHANKAR NAGAR,RAIPUR","HIG-8, SECTOR-1, SHANKAR NAGARRAIPUR - 492007",RAIPUR,"SHANKAR NAGAR,RAIPUR",Chattisgarh,0,0
ANDHRA BANK,ANDB0001651,400011031,PANVEL EAST,"SHOP-4TO7 & 17 TO19,MELODY TOWER,PLOT-19,SEC-15(A),NEW PANVEL(E),RAIGARH-410206",RAIGAD,PANVEL EAST,Maharashtra,0,0
ANDHRA BANK,ANDB0001650,400011030,KAMOTHE,"SHOP-17 TO 20,MAYUR PARK,PLOT-1,SEC-36,KAMOTHE,PANVEL TALUK,RAIGARH-410209",RAIGAD,KAMOTHE,Maharashtra,0,0
ANDHRA BANK,ANDB0001649,400011034,GHANSOLI,"SHOP-7,8,9,SURYA KIRAN,PLOT-12 &13,SEC-5,GHANSOLI N MUMBAI-400701",GREATER MUMBAI,GHANSOLI,MAHARASHTRA,0,0
ANDHRA BANK,ANDB0001648,400011033,SANPADA,"SHOP- 8 TO 11,PRIYANKA PALACE,PLOT NO-1,SEC-10,SANPADA,N MUMBAI-400705",GREATER MUMBAI,SANPADA,MAHARASHTRA,0,0
ANDHRA BANK,ANDB0001647,400011029,"SEAWOODS,MUMBAI","SHOP NO 37,38,39 SHREEJI HEIGHTS8/1003,SEAWOODS ESTATES LTD,SECTOR 46,NERUL,",GREATER MUMBAI,"SEAWOODS,MUMBAI",MAHARASHTRA,0,0
ANDHRA BANK,ANDB0001646,496011001,RAIGARH,"HOUSE NO-241,PLOT NO-44ITAWARI MARKET, NAYAGUNJ",RAIGARH,RAIGARH,Chattisgarh,0,0
ANDHRA BANK,ANDB0001645,495011501,CHAMPA,"ANUPAM PLAZA, NH-200, CORBA PARANEAR TRIMURTHY CINEMA, CHAMPA",JANJGIR-CHAMPA,CHAMPA,Chattisgarh,0,0
ANDHRA BANK,ANDB0001644,110011049,"NRI BRANCH, NEW DELHI",M-35 CONNAUGHT CIRCUSNEW DELHI,DELHI,"NRI BRANCH, NEW DELHI",DELHI,0,0
ANDHRA BANK,ANDB0001643,524011643,MUTHUKUR,D.NO 1-16 MUTHUKURÂ Â NELLORE,NELLORE,MUTHUKUR,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001641,110011048,PUSHPANJALI ENCLAVE,"A 9 ,PUSHPANJALI ENCLAVE,VIKAS MARG EXTN.DELHI",DELHI,PUSHPANJALI ENCLAVE,DELHI,0,0
ANDHRA BANK,ANDB0001640,110011047,ROHINI SEC-18,"H-3/88,SECTOR-18,ROHINI",DELHI,ROHINI SEC-18,DELHI,0,0
ANDHRA BANK,ANDB0001639,110011046,PATEL NAGAR,"11/24,EAST PATEL NAGARNEW DELHI",DELHI,PATEL NAGAR,DELHI,0,0
ANDHRA BANK,ANDB0001638,110011045,RAJOURI GARDEN,"GN-9, SHIVAJI ENCLAVE,RAJOURI GARDENRAJOURI",DELHI,RAJOURI GARDEN,DELHI,0,0
ANDHRA BANK,ANDB0001637,110011044,MALVIYA NAGAR,C-20 MALVIYA NAGARNEW DELHI,DELHI,MALVIYA NAGAR,DELHI,0,0
ANDHRA BANK,ANDB0001636,110011043,ROHINI SEC-8,"C-9/116,SECTOR-08,ROHINI",DELHI,ROHINI SEC-8,DELHI,0,0
ANDHRA BANK,ANDB0001635,781011003,DISPUR,"1ST FLOOR, HARI HAR ENCLAVECHRISTIAN BASTIGS ROADGUWAHATI781005",KAMRUP,DISPUR,ASSAM,0,0
ANDHRA BANK,ANDB0001634,831011003,SAKCHI-JAMSHEDPUR,"142, AMBAGAN ROADSAKCHIJAMSHEDPURJHARKHAND831001",PURBI SINGHBHUM,SAKCHI-JAMSHEDPUR,JHARKHAND,0,0
ANDHRA BANK,ANDB0001633,833011202,CHAKRADHARPUR,"LIC BUILDING ,RANCHI CHAKRADHARPUR MAIN ROADCHAKRADHARPUR,JHARKHAND-833102",PASCHIMI SINGHBHUM,CHAKRADHARPUR,JHARKHAND,0,0
ANDHRA BANK,ANDB0001632,812011002,BHAGALPUR,"PATAL BABU ROADJAKKI PRASAD LANE, MUNDICHAK,BHAGALPUR,BIHAR812001",BHAGALPUR,BHAGALPUR,BIHAR,0,0
ANDHRA BANK,ANDB0001631,842011002,MUZZAFFARPUR,AKHARGHAT ROADMUZZAFFARPURBIHARBIHAR842001,MUZAFFARPUR,MUZZAFFARPUR,BIHAR,0,0
ANDHRA BANK,ANDB0001630,800011003,BORING ROAD,"STEEL HOUSE, IST FLOOR,NEAR S.K.PURI POLICE CHAUKI,BORING ROAD",PATNA,BORING ROAD,BIHAR,0,0
ANDHRA BANK,ANDB0001629,848011002,SAMASTIPUR,"MAHANPUR ROAD,NEAR TDM OFFICESAMASTIPUR",SAMASTIPUR,SAMASTIPUR,BIHAR,0,0
ANDHRA BANK,ANDB0001628,846011002,DARBHANGA,"VIKRAM CHAMBER,FIRST FLOORMIRZAPUR (MAIN RD)",DARBHANGA,DARBHANGA,BIHAR,0,0
ANDHRA BANK,ANDB0001627,560011034,RAMAMURTHY NAGAR,"#5C 404,GROUND FLOOR,, EAST OF NGEF LAYOUT,",BANGALORE URBAN,RAMAMURTHY NAGAR,KARNATAKA,0,0
ANDHRA BANK,ANDB0001626,520011041,KANKIPADU,"SUDARSHAN TOWERS, OPP. BUS STAND KANKIPA",KRISHNA,KANKIPADU,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001625,516011542,MUDDANUR,"5-92, MAIN ROAD, MUDDANURKADAPA DIST",CUDDAPAH,MUDDANUR,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001624,387011001,NADIAD,"ANDHRA BANK,  SHIVALIK SHOP NO Â–3 &4PETLAD ROAD, NADIAD, GUJARAT STATE,387001PETLAD ROAD, NADIAD, GUJARAT STATE,387001",KHEDA,NADIAD,GUJARAT,0,0
ANDHRA BANK,ANDB0001623,400011026,ULHASNAGAR,"PLOT NO-4-120-122,GR FLOOR,HAZARI VILLA CAMP-1 ULLHASNAGAR-421002,THANE",THANE,ULHASNAGAR,MAHARASHTRA,0,0
ANDHRA BANK,ANDB0001622,380011006,MANINAGAR,"MODI ARCADE, SHOP NO 2&3, OPPOSITE MANINAGAR RAILWAY STATION, MANINAGAR, AHMEDABAD-380008",AHMADABAD,MANINAGAR,GUJARAT,0,0
ANDHRA BANK,ANDB0001621,500011153,BANDLAGUDEM-RAJENDRANAGAR,"MAIN ROAD,NEAR SUBCITY BUSSTOP,HYDERSHAKOTERAJENDRA NAGAR MANDL,  HYDERABAD -500091",HYDERABAD,BANDLAGUDEM-RAJENDRANAGAR,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001620,500011152,BACHUPALLY,"SURVEY NO.3 & 6, MLR COMPLEXBACHUPALLE X ROADSQUTBULLAPUR MANDALBACHUPALLE VILLAGE500091",HYDERABAD,HYDERABAD,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001619,400011032,KALYAN,"INDRAPRASHTA, GROUND FLOOR, BIRLA  COLLEGE HIGH WAYNEAR ADHARWADI CIRCLE, KALYAN (W)MUMBAIMUMBAI421301",THANE,KALYAN,MAHARASHTRA,0,0
ANDHRA BANK,ANDB0001618,400011028,BHIWANDI,"LAXMI VISHNU CONS,COLLEGE RD,DHAMANKAR NAKA,BHIWANDI,THANE",THANE,BHIWANDI,MAHARASHTRA,0,0
ANDHRA BANK,ANDB0001616,600011045,KILPAUK BRANCH,"2/75, NEW AVADI ROAD, KILPAUK, CHENNAI",CHENNAI,KILPAUK BRANCH,TAMIL NADU,0,0
ANDHRA BANK,ANDB0001615,600011043,R.A.PURAM,"17/31 LAZARUS CHURCH ROADR A PURAM, CHENNAI",CHENNAI,R.A.PURAM,TAMIL NADU,0,0
ANDHRA BANK,ANDB0001614,440011005,BUTIBORI,"C/O MR PRASHANT YASHWANTRAO NAGPURE PLO-41,SANTAJI CHS,NH-7,BUTIBORI,NAGPUR",NAGPUR,BUTIBORI,MAHARASHTRA,0,0
ANDHRA BANK,ANDB0001613,392011001,BHARUCH,"SHOP NO.15/16, VRINDAVAN PARK SOCIETYZADESHWAR ROADBHARUCHGUJARAT392015",BHARUCH,BHARUCH,GUJARAT,0,0
ANDHRA BANK,ANDB0001612,500011150,M L A COLONY,"MLAÂ  COLONY, VENKATESWARA CO-OP HOUSING SOCIETY SHOPPING COMPLEX, ROAD NO 12, BANJARA HILLS, HYDERABAD - 500 034",HYDERABAD,M L A COLONY,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001610,530011036,RETAIL CREDIT BRANCH,"# 43-9-136, TSN TOWER, 1ST FLOOR,TSN COLONY, DONDAPARTHY, VISAKHAPATNAM",VISHAKHAPATNAM,VISHAKHAPATNAM,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001609,520011042,"SPECIALIZED RETAIL CREDIT , VIJAYAWADA","SITARA TOWERS,NCBN COL, BENZ CIRCLE,VIJAYAWADA",KRISHNA,VIJAYAWADA,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001607,400011027,RETAIL CREDIT BRANCH MUMBAI,"ANDHRA BANK,SARAS APT,FLAT NO T P S III,MORI RD,MAHIM",GREATER MUMBAI,MUMBAI,MAHARASHTRA,0,0
ANDHRA BANK,ANDB0001606,600011044,"RETAIL CREDIT BRANCH, CHENNAI","OLD NO 95,NEW NO 137 FIRST FLOOR ANNA SALAICHENNAI,TAMILNADU-600001",CHENNAI,CHENNAI,TAMIL NADU,0,0
ANDHRA BANK,ANDB0001605,,"ZONAL OFFICE, CHANDIGARH","SCO - 200,201, SECTOR - 174, CHANDIGARH",CHANDIGARH,CHANDIGARH,Chandigarh,0,0
ANDHRA BANK,ANDB0001604,,"ZONAL OFFICE, BERHAMPUR","GAYATRI CENTRAL PLAZA, NEAR TATA BENZ SQUARE, BERHAMPUR - 760004",GANJAM,BERHAMPUR,ODISHA,0,0
ANDHRA BANK,ANDB0001603,,"ZONAL OFFICE, ONGOLE","BHAGYA NAGAR, II LINE, UPSTAIRS RTO OFFICE, ONGOLE - 523001",PRAKASAM,ONGOLE,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001602,,"ZONAL OFFICE, NIZAMABAD","5-6-570/2/7A,7B, WARD NO 5, BLOCK NO 6, J B TOWERS, PRAGATHI NAGAR, HYDERABAD ROAD, NIZAMABAD - 503003",NIZAMABAD,NIZAMABAD,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001601,,"ZONAL OFFICE, MAHABOOBNAGAR","ZONAL OFFICE, MAHABOOB NAGAR, 1ST FLOOR,GL TOWERS, METTUGADDA, MAHABOOBNAGAR",MAHBUBNAGAR,MAHBUBNAGAR,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001599,560011035,RETAIL CREDIT BRANCH BANGALORE,"#4/1 ZENITH CHAMBERS, ANJANEYASWAMY TEMPLE",BANGALORE URBAN,BANGALORE,KARNATAKA,0,0
ANDHRA BANK,ANDB0001598,500011151,"RETAIL CREDIT BRANCH,HYDERABAD","249/3 RT, 2ND FLOOR, SR NAGAR, HYDERABAD",HYDERABAD,HYDERABAD,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001597,110011054,RETAIL CREDIT BRANCH NEW DELHI,"RETAIL CREDIT BRANCH, 16/15, W.E.A.J.S. PLAZA, ARYA SAMAJ ROAD, KAROL BAGH, NEW DELHI",DELHI,DELHI,DELHI,0,0
ANDHRA BANK,ANDB0001596,110011042,SUSHANT LOK,"BESTECH CENTRAL SQUARE, LG 6, SECTOR 57, SUSHANT LOK 2, GURGAON - 122002",GURGAON,SUSHANT LOK,Haryana,0,0
ANDHRA BANK,ANDB0001595,500011149,EDDUMAILARAM,"NEAR VEG REST. MARKET, PALACE ORDINANCE FACT.",HYDERABAD,EDDUMAILARAM,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001594,500011145,PERSONAL BANKING BRANCH,"PLOTNO21RAO&RAJU COLON, ROAD NO 2 BANJARA HILL",HYDERABAD,HYDERABAD,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001592,500011146,D M R L X ROADS,"DMRLÂ X ROADS, H NOÂ 1-5-266, PLOT NO 32, SURVEY NOÂ 77,Â NEAR MARUTI NAGAR, HYDERABAD 500 059",HYDERABAD,D M R L X ROADS,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001591,505011009,BHAGAT NAGAR,"PLOT NO 340 OPP AMBEDKAR, STADIUM BHAGAT NAGAR",HYDERABAD,BHAGAT NAGAR,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001590,600011041,MADAMBAKKAM,"PLOT NO.4B, MAIN ROAD, NEAR HANSA GARDEN,MADAMBAKKAM",KANCHEEPURAM,MADAMBAKKAM,TAMIL NADU,0,0
ANDHRA BANK,ANDB0001589,600011040,PERAMBUR,NO 3 & 4 PAPAER MILLS ROADPERAMBUR KOLATHUR,CHENNAI,PERAMBUR,TAMIL NADU,0,0
ANDHRA BANK,ANDB0001588,110011041,MAYUR VIHAR NEW DELHI,"166-A PRATAP NAGAR, MAYUR VIHAR PH-I N.D.",DELHI,MAYUR VIHAR NEW DELHI,DELHI,0,0
ANDHRA BANK,ANDB0001587,110011040,SHALIMAR GARDEN,"SC-47C BLOCK,SHALIMAR, GARDEN EXT2SHAHIBABAD",GHAZIABAD,GHAZIABAD,UTTAR PRADESH,0,0
ANDHRA BANK,ANDB0001586,600011039,PERUNGUDI,"32, THIRUMALAI NAGAR ANNEXE, 1ST MAIN ROAD,PERUNGUDI,CHENNAI 600096",KANCHEEPURAM,PERUNGUDI,TAMIL NADU,0,0
ANDHRA BANK,ANDB0001585,,"ZONAL OFFICE, HYDERABAD II","I FLOOR,ANDHRA BANK BUILDING,SULTAN BAZAR,KOTII,HYDERABAD",HYDERABAD,HYDERABAD,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001584,440011004,CHOUNI (NAGPUR),"KANHA RESIDENCY, KATOL ROAD, CHHAONI, NAGPUR-440013",NAGPUR,CHOUNI (NAGPUR),MAHARASHTRA,0,0
ANDHRA BANK,ANDB0001583,505011008,VAVILALAPALLY,"D. NO. 3-1-389, TUKKARAO COMPLEX, AMBEDKAR ROAD, VAVILALAPALLY BRANCH, KARIMNAGAR, ANDHRA PRADESH-505001",KARIM NAGAR,VAVILALAPALLY,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001582,560011032,BANASANKARI,"569, HOSAKEREHALLI MAIN ROAD, BANASHANKARI 3RD STAGE, 2ND PHASE, 6TH BLOCK, BANGALORE -560085.",BANGALORE URBAN,BANASANKARI,KARNATAKA,0,0
ANDHRA BANK,ANDB0001581,522011544,KURICHEDU,"1ST FLOOR ,D.NO 2/173 B,VINUKONDA ROAD",PRAKASAM,KURICHEDU,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001580,522011705,NADIKUDI,"ALLURI SITARAMARAJ BHAVAN MAIN ROADNARAYANAPURAM,NADIKUDI",GUNTUR,NADIKUDI,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001579,411011006,VIMAN NAGAR,"SHOP NO 11-16,ROYAL TOWERAIR FORCE ROAD,  VIMAN NAGAR",PUNE,VIMAN NAGAR,MAHARASHTRA,0,0
ANDHRA BANK,ANDB0001578,518011105,SRINIVASANAGAR (NANDYAL),"H.NO.25/568, SRINIVASANAGARNANDYAL, KURNOOL",KURNOOL,NANDYAL,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001577,533011015,SANTHINAGAR (KAKINADA),"HNO.16C-60, SANTHINAGARKAKINADA",EAST GODAVARI,KAKINADA,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001576,533011016,SARPAVARAM JUNCTION,"10-13 MIG PLOT NO-1,APIIC COLONY, KKD, 533005",EAST GODAVARI,KAKINADA,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001575,560011033,CV RAMANNAGAR,58 WARD NO 83 8TH CROSS KAGGADASPURA MAIN ROACV RAMANNAGAR,BANGALORE URBAN,CV RAMANNAGAR,KARNATAKA,0,0
ANDHRA BANK,ANDB0001574,502011602,GAJWEL,"HNO.11-70/4, PREGNAPOOR - GAJWEL ROADGAJWEL, MEDAK",MEDAK,GAJWEL,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001573,500011148,BANJARA HILLS - 2,"D.NOÂ  8.2.683/D, BHADRUKAÂ  ENCLAVE,Â ROAD NOÂ  12, BANJARA HILLS, HYDERABADÂ  500034",HYDERABAD,BANJARA HILLS - 2,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001572,500011144,DOMMAIGUDA,8-57 DOMMAIGUDA X ROADDOMMAIGUDA KEESAR MANDAL,RANGA REDDY,DOMMAIGUDA,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001571,503011202,ARMOOR,"D. NO. 1-1-5/26, MAHALAMMI COLONY, ARMOOR, NIZAMABAD, ANDHRA PRADESH-503244",NIZAMABAD,ARMOOR,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001570,523011647,MEDARAMETLA,"2ND FLOOR, OPP BUS STANDMEDARAMETLA, PRAKASAM DIST",PRAKASAM,MEDARAMETLA,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001569,520011123,AT AGRAHARAM,"SRIRAM NAGAR, 6TH LANEAT AGRAHARAM, GUNTUR",GUNTUR,GUNTUR,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001568,502011563,JOGIPET,"H. NO. 8-54/3, NEAR RTC BUS STANDBHAGATSINGH ROAD, JOGIPET, MEDAK",MEDAK,JOGIPET,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001567,500011143,MANIKONDA,"2-55/1, MANIKONDA VILLAGERAJENDRA NAGAR MANDAL, RR DIST",RANGA REDDY,MANIKONDA,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001566,502011522,SADASIVAPET,"H. NO. 3-8-2/A/2/1, MR NAGAR, NH-9SADASIVAPET, MEDAK",MEDAK,SADASIVAPET,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001565,500011142,NETAJI NAGAR (KAPRA),"PLOT NO14,VIJAYAPURI COLONY, KAPRA II",RANGA REDDY,NETAJI NAGAR (KAPRA),ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001563,516011005,YERRAMUKKAPALLI,"GEORGE REDDY STREET, YERRAMUKKAPALLI",CUDDAPAH,YERRAMUKKAPALLI,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001562,520011582,MYLAVARAM,D NO 14-19 SVS PLAZA MYLAVARAM PIN 521230,KRISHNA,MYLAVARAM,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001561,572011002,TUMKUR,"GROUND FLOOR, INDIAN RED CROSS SOCIETY COMPLEX, ASHOKA ROAD, TUMKUR-572101.",TUMKUR,TUMKUR,KARNATAKA,0,0
ANDHRA BANK,ANDB0001560,506011013,TNGO'S COLONY BRANCH,"SRI VENKATESWARA SWAMY TEMPLE COMPLEXTNGO'S COLONY, WADDEPALLY",WARANGAL,WADDEPALLY,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001559,523011542,CUMBUM,"NAYAK STREET, CUMBUM, PRAKASAM DIST",PRAKASAM,CUMBUM,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001558,520011624,KESARAPALLI,KESARAPALLI,KRISHNA,KESARAPALLI,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001557,533011537,YANAM,"D NO-17/14,VISHNU ST,PUDUCHERRY UT,533464",YANAM,YANAM,PUDUCHERRY,0,0
ANDHRA BANK,ANDB0001556,500011140,BODUPPAL,"HNO.1-91/1, PLOT#49&54, VEERA REDDY NAGAR",RANGAREDDY,BODUPPAL,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001554,530011124,DASANNAPETA,"ANDHRA BANK ,DOOR NO 25-10-29OPP: SRI MEDICAL DASANNAPET ROAD,VIZIANAGARAM",VIZIANAGARAM,DASANNAPETA,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001553,532011523,KOTABOMMALI,"DR.NO.10-1-119, NEAR SANTHA MARKET, VYSYA ST.. KOTA BOMMALI SKL. DIST. 532 195",SRIKAKULAM,KOTABOMMALI,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001552,800011004,KHAGAUL,"DAV PUBLIC SCHOOL, CANTT ROADKHAGAUL",PATNA,KHAGAUL,BIHAR,0,0
ANDHRA BANK,ANDB0001551,506011543,THORRUR,"BEHIND AP RTC BUS STAND, THORRURWARANGAL DISTRICT,ANDHRA PRADE",WARANGAL,THORRUR,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001550,507011007,MAMATA GENERAL HOSPITAL CAMPUS,"MAMATA GENERAL HOSPITAL CAMPUSGIRIPRASAD NAGAR,KHAMMAM",KHAMMAM,KHAMMAM,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001549,507011544,"KTPS, PALAVANCHA",KTPS PALAVANCHA KHAMMAM DT,KHAMMAM,"KTPS, PALAVANCHA",ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001548,506011542,C J I T EXTN COUNTER,"CJITS, YASWANTHAPUR,WARANGAL DIST",WARANGAL,WARANGAL,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001547,530011033,VIKAS EDUCATIONAL INSTITUIONS,"O1-1-1/1AIRPORT ROASHEELA NAGAR;NEAR NAD KOT,VISAKHAPATNAM",VISHAKHAPATNAM,VIKAS EDUCATIONAL INSTITUIONS,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001546,530011026,VISALAKSHI NAGAR,VISALAKSHI NAGARVISAKHA PATNAM,VISHAKAPATNAM,VISALAKSHI NAGAR,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001543,520011787,SVH COLLEGE OF ENGG,"SVH ENGG COLLEGE CAMPU, POTHEPALLI KRISHNA DIS",KRISHNA,POTHEPALLI,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001542,507011543,K.T.R. WOMENS COLLEEGE,"PAMARRU ROAD,GUDIVADA, KRISHNA DIST",KRISHNA,GUDIVADA,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001541,520011007,KANAKADURGA AGRO OIL PRODUCTS EXTN COU,"GANGUR, PENAMALURU, VIJAYAWADA",KRISHNA,PENAMALURU,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001540,517011007,"SREE VIDYANIKETAN ENGG COLL,TIRUPATHI","A RANGAMPET, CHANDRAGIRI,CHITTOOR,ANDHRA PRADESH,517102",CHITTOOR,TIRUPATHI,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001539,517011703,DRAVIDIAN UNIVERSITY,"KUPPAM - 517425,CHITTOOR DIST. (AP)",CHITTOOR,CHITTOOR,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001538,524011602,SWARNA BHARAT TRUST CYBER GRAMEEN,VENKATACHALAM NELLOREÂ Â NELLORE,NELLORE,NELLORE,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001537,524011011,B V NAGAR BRANCH NELLORE,OPP RTC BUSSTANDÂ Â NELLORE,NELLORE,NELLORE,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001536,517011006,"SPW COLLEGE EC,TIRUPATHI",TIRUPATHICHITTOR DISTRICT,CHITTOOR,TIRUPATHI,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001534,302011004,STATION ROAD JAIPUR,D STATION ROAD VANASTHALI MARGJAIPUR,JAIPUR,JAIPUR,RAJASTHAN,0,0
ANDHRA BANK,ANDB0001533,302011003,ADARSHNAGAR (JAIPUR),"D-137,FRONTIER COLONY,OPP. SV PUBLIC SCHOOL,BHAG SINGH KA CHOURAHA,ADARSH NAGAR,JAIPUR",JAIPUR,ADARSHNAGAR (JAIPUR),RAJASTHAN,0,0
ANDHRA BANK,ANDB0001532,273011005,TARAMANDAL,"GDA BUILDING,NEW SHIVPURI COLONY,DEORIA BYPASS ROAD,GORAKHPUR-273016",GORAKPUR,TARAMANDAL,UTTAR PRADESH,0,0
ANDHRA BANK,ANDB0001531,226011003,INDIRANAGAR(LUCKNOW),"D-1402, JAGRITI BHAWANNEAR KALEWA SWEET SHOP, INDIRA NAGAR, LUCKNOW",LUCKNOW,INDIRANAGAR(LUCKNOW),UTTAR PRADESH,0,0
ANDHRA BANK,ANDB0001530,400011022,KHARGAR,"VASUNDHARA BUILDING C.H.S,  SHOP NO 4, 5 & 6,SECTOR-8, KHARGAR, NAVI MUM",GREATER MUMBAI,KHARGAR,MAHARASHTRA,0,0
ANDHRA BANK,ANDB0001529,444011101,"IRWIN CHOWK, AMARAVATHI","ST JOSEPH ENGLISH SCHOOL, BISHOP HOUSE, CAMP ROAD, AMARAVATI-444602",AMRAVATI,"IRWIN CHOWK, AMARAVATHI",MAHARASHTRA,0,0
ANDHRA BANK,ANDB0001528,462011006,M.P.HOUSING BOARD,"#49 JUNIER MIGG-SECTOR, AYODHYA NAGAR BHOPAL",BHOPAL,BHOPAL,MADHYA PRADESH,0,0
ANDHRA BANK,ANDB0001527,462011005,MP STATE MINING (ASHOKA GERDENS),"SHOP NO 10 & 11, RAISEN ROAD, PINK TOWER,PRABHAT PETROL PUMP CROSS,  PADMNABH NAGAR",BHOPAL,PADMANABH NAGAR,MADHYA PRADESH,0,0
ANDHRA BANK,ANDB0001526,400011023,RCF (MUMBAI),"PRIYADARSHINI BUILDING, EASTERN EXPRESS HIGHWAY, SION EAST, MUMBAI-400022",GREATER MUMBAI,RCF (MUMBAI),MAHARASHTRA,0,0
ANDHRA BANK,ANDB0001525,518011012,VENKATA RAMANA COLONY,"D NO 45/142-A-27A , VENKATA RAMANA COLONYKURNOOL",KURNOOL,KURNOOL,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001524,509011005,YENUGONDA,"OPP SVS MEDICAL COLLEGE HOSPITAL, YENUGONDA, MAHABOOBNAGAR - 509002",MAHBUBNAGAR,YENUGONDA,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001523,518011104,SRI RAMAKRISHNA DEGREE COLLEGE,"SRI RAMAKRISHNA DEGREE COLLEGE, NANDYLA, KURNOOL DIST - 518501",KURNOOL,KURNOOL,ANDHRA PRADESH,0,0
ANDHRA BANK,ANDB0001522,515011013,SKU ADMINISTRATIVE  EC,"SKUNIVERSITY, ADMIN BUILDING, ANANTAPUR - 515003",ANATAPUR,ANANTAPUR,ANDHRA PRADESH,0,0
